591 162 621 155 585 285 636 257 520 325 591 323 602 374 618 363 600 507 606 491 611 637 628 601 
590 162 621 154 569 284 644 255 525 323 594 307 597 372 615 363 598 506 601 491 607 632 613 601 
585 162 624 154 570 282 644 252 525 319 594 289 591 370 615 361 595 502 602 487 601 629 614 599 
582 162 626 153 563 282 650 249 524 317 594 287 589 369 615 361 593 502 602 487 601 629 613 599 
581 162 626 153 562 282 651 247 524 315 594 284 588 365 616 357 591 499 601 485 600 626 609 598 
581 159 625 153 565 271 646 248 522 309 582 290 580 368 610 361 558 506 593 487 577 639 598 601 
581 157 623 153 568 264 637 248 517 307 576 294 576 368 609 362 552 506 590 487 570 638 596 596 
581 158 620 153 572 264 624 248 516 305 562 289 575 368 609 362 552 503 591 484 572 634 600 596 
585 158 611 153 584 265 609 252 516 298 547 290 576 369 602 362 552 503 581 484 575 635 594 600 
592 158 609 154 592 266 605 252 516 294 539 288 577 369 599 362 556 504 582 483 593 633 594 600 
598 157 606 154 604 267 594 251 517 291 530 281 577 370 594 362 558 502 579 473 593 628 589 585 
608 157 595 156 610 268 582 253 519 288 521 276 580 372 584 363 559 502 575 475 595 628 585 587 
613 156 594 158 614 273 582 260 520 286 520 275 583 376 582 367 565 508 575 482 597 636 586 591 
615 156 597 158 618 282 587 261 521 288 523 272 585 378 584 367 568 508 576 482 597 636 587 591 
622 156 595 159 625 286 586 268 521 288 513 272 590 385 581 374 576 519 576 487 605 640 589 595 
626 157 593 160 626 292 582 269 519 289 508 270 594 392 577 381 580 535 576 502 604 656 589 619 
629 159 594 160 632 298 584 268 519 300 504 249 596 394 579 381 586 535 577 503 604 655 590 618 
631 161 594 160 634 303 584 264 522 338 510 234 598 397 581 384 588 541 574 507 603 661 586 621 
636 162 588 163 642 305 567 263 539 364 514 200 603 398 580 387 592 545 566 510 607 659 585 630 
641 164 580 165 645 306 549 260 556 391 521 181 605 397 568 388 596 553 543 519 606 669 570 638 
641 165 579 165 648 307 553 253 575 409 529 177 604 397 569 389 595 555 552 526 607 670 574 646 
644 168 579 165 646 311 554 248 591 424 533 176 604 397 570 389 595 554 558 531 602 674 577 650 
647 171 577 165 646 314 548 249 605 432 533 184 604 399 566 390 595 556 560 533 602 674 576 652 
647 172 576 165 648 313 551 245 616 432 533 181 608 399 566 390 600 556 563 529 620 672 581 646 
647 173 577 165 651 314 554 244 619 430 533 182 608 399 568 390 599 556 572 527 621 671 595 644 
648 173 577 165 653 315 556 245 618 429 533 184 609 400 568 392 599 555 565 527 621 670 592 645 
649 173 575 165 653 314 555 245 617 427 533 187 611 400 567 392 601 559 558 531 623 671 582 648 
650 173 570 165 653 314 546 247 614 424 534 184 613 399 564 391 601 561 551 533 621 678 575 652 
651 172 569 165 655 312 542 248 612 420 535 185 615 399 564 391 602 561 552 532 620 676 575 650 
653 172 568 165 656 310 535 254 610 417 537 185 614 399 563 390 602 559 551 531 618 676 571 648 
654 172 568 165 657 308 530 257 609 415 539 186 614 399 563 390 602 559 552 531 616 675 572 649 
654 171 566 165 659 303 532 257 611 415 539 187 613 398 561 390 601 554 552 530 618 675 572 648 
654 171 566 165 660 301 531 254 615 414 539 186 612 397 558 388 600 548 550 527 617 674 567 646 
653 171 565 164 661 298 528 250 617 414 539 184 610 396 557 385 600 545 549 524 611 675 564 642 
653 171 563 164 661 298 522 252 619 413 538 184 607 395 553 382 598 542 546 515 609 674 560 628 
653 171 562 164 661 298 519 253 621 413 538 184 605 394 551 381 596 541 544 516 608 676 557 630 
653 171 559 164 660 299 514 254 622 413 538 185 604 393 548 379 596 540 543 511 608 676 558 626 
653 171 558 164 658 299 514 254 621 412 538 184 599 392 546 378 590 537 538 508 608 673 549 623 
653 172 558 163 655 299 515 256 620 412 538 184 596 391 544 377 586 535 533 508 607 673 541 622 
652 173 559 163 653 299 515 257 618 412 538 185 594 390 544 377 585 536 533 508 605 673 543 624 
652 173 559 163 651 299 515 257 616 412 538 185 595 390 545 377 585 535 534 508 605 670 547 624 
651 173 559 162 650 299 516 253 614 412 538 184 594 389 546 376 585 535 535 509 603 670 549 625 
650 173 558 162 649 299 516 253 614 412 538 183 594 389 545 376 586 535 536 510 604 674 552 630 
650 173 558 162 649 299 515 255 614 412 538 184 594 389 545 376 588 535 536 511 604 676 555 633 
650 173 558 161 649 300 515 258 615 412 538 185 594 389 545 377 590 542 537 515 604 681 557 638 
650 173 558 160 650 300 515 258 617 412 538 185 594 389 546 377 592 543 541 516 605 684 559 641 
650 173 558 160 651 300 515 259 619 412 538 185 596 390 547 379 594 544 544 517 607 684 561 642 
649 173 558 160 651 300 520 255 619 412 536 185 596 390 547 379 595 545 545 518 608 684 562 643 
649 172 558 160 651 300 522 255 620 412 535 184 597 390 548 379 596 547 545 518 610 684 562 643 
648 171 558 160 651 300 528 250 620 413 532 183 598 390 550 380 596 547 556 520 611 682 564 642 
646 171 557 161 650 303 544 250 616 416 532 228 600 393 551 384 598 552 554 522 613 683 565 641 
639 169 570 161 647 303 561 249 609 417 525 220 599 397 556 390 601 557 561 528 615 683 572 645 
626 168 586 165 638 305 571 265 599 420 523 234 595 407 560 400 601 561 571 536 615 682 587 654 
615 168 593 165 627 306 573 269 587 420 520 243 593 409 566 402 598 560 571 534 616 676 583 654 
603 167 609 165 610 303 600 259 573 420 537 261 592 407 588 400 593 559 583 527 605 676 590 639 
598 165 616 164 598 301 613 269 556 420 556 306 588 407 596 395 585 545 580 518 605 669 587 632 
584 164 626 162 576 300 637 270 530 418 584 314 572 405 597 392 577 539 579 510 594 659 585 621 
578 163 632 161 561 294 646 269 503 402 585 283 559 401 604 388 567 534 582 509 590 646 590 616 
577 162 635 160 561 288 651 268 496 380 592 279 554 396 602 386 561 532 581 510 586 645 595 618 
576 161 632 158 564 286 650 267 493 362 590 282 556 393 605 383 562 522 582 499 587 636 605 608 
575 161 629 157 561 287 649 266 494 360 590 279 557 392 604 382 564 523 580 494 589 636 600 605 
577 161 627 156 566 285 649 261 500 361 592 277 558 391 603 378 566 518 580 487 594 634 600 585 
578 161 625 156 567 284 645 260 506 366 595 290 560 387 603 375 567 518 579 486 603 638 602 587 
577 162 623 156 567 282 643 259 510 371 604 305 561 386 604 372 567 516 588 489 601 640 605 594 
