-74.25520908421873 -67.39778382140037 244.02359377100785 -58.76792638004253 -69.70198995142914 270.3638226601501 -87.83806740335993 -53.56213605491061 251.494783154366 -58.36641269903384 -53.13673658048442 280.39652415746076 -96.9979168648194 -55.62567996347073 262.28232417190196 -58.12066993703998 -54.7124858249724 283.0006084931161 -80.22916319228888 -32.04678031294579 257.3576819636475 -73.1531458560478 -32.085405219924745 275.70039607659777 -93.22245990776385 -17.106810849632144 272.21320174638595 -84.86169333838325 -22.081501421068015 295.03312708756107 -93.36077434062295 7.818915945403688 269.52597084638785 -85.07624516642687 4.671840231285974 288.052472043522 
-76.91644630724082 -68.12342118573464 246.26117037943263 -57.45788328486735 -69.36012129021235 268.54602534959724 -90.64920813615858 -53.18343925781538 253.7386407227416 -58.85046960621043 -51.932523222268166 280.53776038303494 -100.65018429154055 -52.657652596361885 266.850890175492 -68.53165350759483 -50.357483802741065 294.7497085694185 -82.37999576964803 -30.759241685058143 259.55292193145374 -73.48644651110584 -31.50677078102373 276.9284493847808 -95.01193048985556 -16.26727544748565 275.62055563517 -88.67876046635888 -19.694553464809502 297.33003541681455 -94.06495439686523 8.500246471811339 273.39214482912223 -85.31330229383063 6.759364969861185 287.41272575657064 
-77.688666059898 -68.151819536161 246.86718426603878 -56.96384961025793 -68.3540349761688 267.36053253331954 -91.23907737545147 -52.367561132472694 254.536729095571 -59.227304820513865 -51.88106426787607 280.9856569202213 -101.10126242858934 -52.21313853725299 267.3398068416906 -67.00223490903733 -55.131950305693906 293.6005130798912 -83.99984382682447 -30.181497834972024 261.7506023031451 -73.83724880188053 -30.899982728813047 278.14200057036084 -96.32673654154823 -15.404096238738013 277.7285850316071 -88.17754463548457 -18.681521549408092 294.60370099195177 -94.27094477902533 8.663402963851068 274.0593571874517 -85.03419178863336 7.2170654751093934 286.6118644681937 
-77.688666059898 -68.151819536161 246.86718426603878 -56.30889106447967 -68.49166136686766 265.83738455330973 -91.23907737545147 -52.367561132472694 254.536729095571 -59.19450617590617 -52.83321704745044 281.1960321810217 -102.46489738096058 -52.32729648067086 268.49162339595426 -66.33201724354723 -56.48579865409716 292.72428576205846 -83.97345017542574 -29.869758988616717 261.72237211606944 -73.83724880188053 -30.899982728813047 278.14200057036084 -94.81982556233783 -16.864285368008844 277.0024447701805 -87.71129336215307 -18.816082244234966 294.1481035159059 -93.85221814802325 7.9624621585952635 273.76341649922165 -85.03537751047868 7.026252854986261 286.6443947386477 
-77.50924320980191 -68.01475446365944 246.30256545420417 -56.30889106447967 -68.49166136686766 265.83738455330973 -91.26784393061311 -52.67185600753588 254.55823007872107 -59.6134488941023 -53.48159153469112 281.7373848688709 -102.00584082868092 -52.50434967255694 268.049743700075 -66.29571039337596 -56.13265953937317 292.6863301974874 -84.37914496523415 -29.58330429551637 262.0383315162585 -73.82482309476852 -30.54537415333668 278.0850650652592 -94.81982556233783 -16.864285368008844 277.0024447701805 -87.72792361304259 -19.189686709485144 294.2113077936966 -94.12019589632433 7.667463641809611 274.49897392066447 -85.03419178863336 7.2170654751093934 286.6118644681937 
-78.04684548404184 -68.60972754937231 248.04436451921103 -56.32420660792888 -68.65036997358769 265.848255896743 -92.11128095004925 -52.46737568175359 256.9453163172764 -60.53425314855427 -52.056079606938326 279.91732703448343 -102.64057952195459 -46.76124762967992 268.21530699915803 -69.55930418905803 -43.97338849016203 295.19510901051063 -84.39316803337915 -29.922415715398884 262.0904393166588 -74.24327749672145 -30.626699827577067 278.5342283909558 -93.6980793281616 -17.148067507095266 276.5189553232075 -87.47641161818592 -19.385023856001638 294.53977753948953 -93.8876734799916 7.268309440242544 273.8713982423035 -85.51432901408678 7.0538522728438675 287.08861136847906 
-78.4353988055089 -68.71595394464606 248.3723680216557 -56.20872049542763 -68.67072884075829 265.25047105378474 -92.54732635741377 -52.70605435220286 257.3070495864098 -60.64860716736817 -51.58002281602791 278.9600025093423 -104.97085664123306 -46.53301354237871 270.9676418466613 -69.48174142352858 -42.8906248404971 295.055563562876 -84.81406980466917 -29.97522104109248 262.4595447388476 -74.49476875849142 -30.623678844692986 278.2795019299512 -93.28770555189806 -17.606056698932903 276.1661001037336 -87.70420286327378 -19.42306275357777 295.30443766223146 -94.40950944072989 6.834558029187901 275.32277817373136 -85.98149358984348 6.867370901967518 287.57345788578533 
-78.4353988055089 -68.71595394464606 248.3723680216557 -56.59615735405462 -68.78763853031673 265.6387028205596 -92.54732635741377 -52.70605435220286 257.3070495864098 -61.48626483813562 -51.57851311543113 279.7836719850863 -105.89170555642988 -46.49555193220372 271.7003804408464 -69.028902485951 -42.80691432259188 294.5711306078602 -85.24935741506623 -30.184678795898613 262.84381840235466 -74.4937784213766 -30.81296576138507 278.3204930816816 -92.83154706725092 -17.570839686889805 275.755327925375 -88.18745497798707 -19.464822291197617 295.78502909488094 -94.64792879283901 6.859047090209607 276.01708589021206 -85.965890242121 7.036216223780591 287.54759168895083 
-78.4353988055089 -68.71595394464606 248.3723680216557 -56.59615735405462 -68.78763853031673 265.6387028205596 -92.96997704067057 -52.791357781525065 257.65869458885203 -61.477073428533465 -51.22084909717065 279.7263991080654 -108.18567381022609 -47.41259126954124 278.3390091683309 -69.51958115556366 -42.07681706570422 294.85896091057305 -85.2361605077067 -30.02817559535995 262.82969278347133 -75.35115185307363 -30.764038859443925 279.1569228060635 -92.83154706725092 -17.570839686889805 275.755327925375 -88.41798859147701 -19.503217735458048 296.55592125263604 -94.6152457274432 7.183094525692447 275.96815181767727 -86.1712844256092 7.0390866133426755 288.2877175504902 
-78.8113163449335 -68.67456952107985 248.69391016243472 -57.11785647218823 -69.04432777872479 266.64070267828697 -92.95539683222921 -52.63733567396924 257.6476228565604 -61.90624418372554 -50.93366413899081 280.0763707441277 -109.39913783224773 -46.988308994938265 279.8222281452785 -69.67113842402247 -41.41655352754523 295.4757393432958 -85.2361605077067 -30.02817559535995 262.82969278347133 -75.35115185307363 -30.764038859443925 279.1569228060635 -92.37577057506905 -17.346142777220898 275.3098292649384 -88.67228381485377 -19.506718118874755 296.26718856993324 -94.39325964367148 7.3912632077907015 276.22276551778407 -86.16830534749501 7.4228899019140595 288.22131333265287 
